sample_id,rainfall_mm_per_hour,elevation_meters,soil_saturation,impassable_within_two_hours,synthetic
syn-03263,66.84521,23.18240,0.8432528,1,True
syn-03264,26.67084,10.43862,0.4124810,1,True
syn-03265,25.80214,12.64535,0.9100536,0,True
syn-03266,85.70035,23.64755,0.5992527,1,True
syn-03267,54.89933,5.37489,0.2750073,1,True
syn-03268,18.21162,23.06616,0.6657628,0,True
syn-03269,10.16793,3.01842,0.5795254,0,True
syn-03270,21.41028,18.49551,0.4323103,0,True
syn-03271,10.42327,8.26462,0.7457791,0,True
syn-03272,72.70750,14.29944,0.6351321,0,True
syn-03273,27.85875,9.72697,0.3108898,0,True
syn-03274,10.67705,4.26389,0.6641923,0,True
syn-03275,75.13951,25.92412,0.4590234,1,True
syn-03276,29.69391,7.70477,0.6584877,0,True
syn-03277,26.90915,18.92528,0.8811694,0,True
syn-03278,38.71904,3.10661,0.4992472,1,True
syn-03279,43.18963,16.22801,0.5726744,0,True
syn-03280,59.60677,14.67314,0.4414185,1,True
syn-03281,34.85975,15.61516,0.8794383,1,True
syn-03282,4.37232,17.34921,0.7951575,0,True
syn-03283,8.15101,0.00000,0.4921522,0,True
syn-03284,5.22846,28.00015,0.4798623,0,True
syn-03285,19.72370,13.43998,0.2593038,0,True
syn-03286,38.50150,13.83960,0.3533445,1,True
syn-03287,17.79970,13.20856,0.9877381,0,True
syn-03288,17.87258,21.27971,0.6024700,0,True
syn-03289,20.39806,12.85243,0.5735060,0,True
syn-03290,25.98109,3.14585,0.4123476,0,True
syn-03291,48.39859,13.40024,0.7352569,1,True
syn-03292,15.15386,7.32817,0.6183122,1,True
syn-03293,54.91864,9.68355,0.6668848,1,True
syn-03294,57.04322,14.21261,0.6464842,1,True
syn-03295,41.51173,20.49158,0.6865819,1,True
syn-03296,39.25926,22.58036,0.7068016,0,True
syn-03297,37.37335,18.61391,0.4748302,0,True
syn-03298,13.08368,12.58822,0.8879610,1,True
syn-03299,83.61613,7.50395,0.2455479,1,True
syn-03300,37.84228,18.93258,0.5270993,0,True
syn-03301,86.29624,22.89684,0.6300510,1,True
syn-03302,53.82294,10.33759,0.1576012,0,True
syn-03303,130.41081,0.00000,0.7806758,1,True
syn-03304,68.59156,17.15824,0.5861163,1,True
syn-03305,49.30508,18.63229,0.4189618,0,True
syn-03306,32.74033,10.95859,0.3164981,0,True
syn-03307,124.21592,16.72428,0.3269201,1,True
syn-03308,14.31953,20.61241,0.3452161,0,True
syn-03309,102.67200,27.30975,0.6992124,0,True
syn-03310,60.31477,13.23651,0.6917425,1,True
syn-03311,102.43609,17.08487,0.1094840,1,True
syn-03312,8.30849,32.59155,0.2297431,0,True
syn-03313,5.88907,10.12192,0.6070214,0,True
syn-03314,93.66982,15.48986,0.8175647,1,True
syn-03315,63.29183,22.73139,0.4814359,0,True
syn-03316,35.46510,11.73005,0.7386990,0,True
syn-03317,71.64661,12.94930,0.2141180,0,True
syn-03318,38.91430,12.02009,0.8406639,1,True
syn-03319,97.26001,9.64909,0.4509260,1,True
syn-03320,21.38342,0.85636,0.1451755,0,True
syn-03321,18.11402,20.00404,0.6219234,0,True
syn-03322,24.30949,2.37423,0.8476052,0,True
syn-03323,136.33244,18.79600,0.4932719,1,True
syn-03324,35.85573,12.26691,0.6033585,0,True
syn-03325,62.78709,21.14380,0.9400958,1,True
syn-03326,24.77293,23.12136,0.8269016,0,True
syn-03327,88.30634,18.91710,0.8981183,1,True
syn-03328,34.41920,18.72546,0.5902371,0,True
syn-03329,102.13625,20.38253,0.2179468,1,True
syn-03330,18.41148,14.63099,0.6130294,0,True
syn-03331,16.82452,8.46396,0.4183947,1,True
syn-03332,44.77260,15.08808,0.6093671,0,True
syn-03333,49.74257,13.73150,0.4635535,1,True
syn-03334,24.32937,3.53065,0.7447729,0,True
syn-03335,55.77034,0.58223,0.7194267,1,True
syn-03336,115.60068,0.00000,0.8041635,1,True
syn-03337,8.93343,22.11868,0.7337173,0,True
syn-03338,6.57871,0.00000,0.6861967,0,True
syn-03339,32.67342,9.34432,0.5832145,0,True
syn-03340,10.58246,5.29346,0.5340413,0,True
syn-03341,57.27286,13.01328,0.8269323,1,True
syn-03342,9.20643,11.72808,0.6415405,0,True
syn-03343,15.12555,17.36149,0.9015058,0,True
syn-03344,28.94356,15.52358,0.4536332,1,True
syn-03345,91.95782,8.64355,0.6334010,1,True
syn-03346,70.22127,19.95302,0.4523878,0,True
syn-03347,26.88326,0.00000,0.5430614,1,True
syn-03348,112.25315,4.88246,0.4072701,1,True
syn-03349,86.45645,1.72811,0.5063313,1,True
syn-03350,100.35192,15.12379,0.7957075,1,True
syn-03351,70.46453,12.12047,0.3739637,1,True
syn-03352,20.69890,19.20248,0.4280584,0,True
syn-03353,79.40002,26.40187,0.6854862,0,True
syn-03354,17.06697,14.90593,0.4736745,0,True
syn-03355,102.86769,11.81751,0.9834252,1,True
syn-03356,41.21621,14.29606,0.4443613,0,True
syn-03357,38.94241,15.95138,0.7655524,0,True
syn-03358,26.33354,10.82631,0.4722393,0,True
syn-03359,98.12535,11.33547,0.4530005,1,True
syn-03360,23.24368,1.01905,0.6788745,0,True
syn-03361,41.75677,7.18344,0.4650311,0,True
syn-03362,128.33488,25.02521,0.2909937,0,True
syn-03363,57.94225,11.35302,0.5835190,1,True
syn-03364,52.48733,12.40109,0.4615156,0,True
syn-03365,17.73190,21.23669,0.8962445,0,True
syn-03366,46.21869,12.01415,0.9381049,0,True
syn-03367,8.69862,23.88107,0.3352101,0,True
syn-03368,34.52580,29.08282,0.5839816,0,True
syn-03369,18.33192,19.61082,0.5357599,0,True
syn-03370,35.29312,19.22583,0.4292208,0,True
syn-03371,36.72462,24.83913,0.5688791,0,True
syn-03372,54.97379,10.56675,0.1912309,0,True
syn-03373,24.09324,10.56651,0.6230491,0,True
syn-03374,95.34247,19.78991,0.7039471,0,True
syn-03375,74.98734,17.49100,0.7315996,1,True
syn-03376,39.06372,9.47256,0.8532845,1,True
syn-03377,30.74644,19.87482,0.7714952,0,True
syn-03378,19.06603,0.00000,0.7316914,1,True
syn-03379,55.19543,36.25514,0.4989565,0,True
syn-03380,59.24093,17.67877,0.6261365,0,True
syn-03381,16.45989,19.25565,0.3152447,0,True
syn-03382,89.06703,11.60133,0.1926643,1,True
syn-03383,19.63515,15.85715,0.8144956,0,True
syn-03384,92.14366,15.00174,0.4641469,0,True
syn-03385,17.48090,29.09358,0.8273478,0,True
syn-03386,77.45076,25.42849,0.6562320,1,True
syn-03387,95.12018,16.01099,0.8024555,1,True
syn-03388,121.14967,8.70385,0.4865421,1,True
syn-03389,13.18292,8.72893,0.2443690,0,True
syn-03390,47.53190,20.49689,0.6784987,0,True
syn-03391,32.02154,6.99305,0.3999699,0,True
syn-03392,20.84022,16.07770,0.5694385,0,True
syn-03393,44.98085,18.86950,0.6481545,1,True
syn-03394,87.64841,17.81652,0.7460898,1,True
syn-03395,33.54639,0.00000,0.5028483,0,True
syn-03396,60.74646,18.62942,0.4868316,0,True
syn-03397,46.68555,26.95325,0.6827313,1,True
syn-03398,18.96578,4.90233,0.2458972,0,True
syn-03399,89.72870,3.15312,0.9377818,1,True
syn-03400,75.12563,1.01553,0.6573648,1,True
syn-03401,38.28414,27.30315,0.3747548,1,True
syn-03402,91.94898,22.99037,0.5940700,1,True
syn-03403,95.00399,12.35736,0.1647481,1,True
syn-03404,23.39989,15.34310,0.4614700,1,True
syn-03405,20.73430,0.00000,0.4694094,0,True
syn-03406,17.85707,12.92447,0.8343699,1,True
syn-03407,10.85253,1.42491,0.4214787,1,True
syn-03408,14.64235,0.00000,0.6958548,1,True
syn-03409,40.72533,16.34545,0.7254853,0,True
syn-03410,30.90059,21.27428,0.6864356,0,True
syn-03411,33.84702,20.82153,0.7861535,1,True
syn-03412,140.00000,2.08280,0.2073873,1,True
syn-03413,13.99663,21.95356,0.4046317,0,True
syn-03414,16.68230,23.65499,0.4500624,0,True
syn-03415,82.27688,3.16599,0.4426689,0,True
syn-03416,39.33715,0.00000,0.1953915,0,True
syn-03417,71.89227,0.96356,0.7438963,1,True
syn-03418,16.59481,10.86445,0.6200424,0,True
syn-03419,40.54224,14.47085,0.5084312,0,True
syn-03420,25.29373,24.75725,0.6637211,0,True
syn-03421,29.07372,20.27777,0.3965743,0,True
syn-03422,23.08423,7.83630,0.2105426,0,True
syn-03423,20.66403,8.13728,0.4082711,0,True
syn-03424,27.50137,8.33017,0.2626165,0,True
syn-03425,8.74687,6.96961,0.9248103,0,True
syn-03426,66.84427,14.32000,0.7635941,1,True
syn-03427,41.47592,19.37119,0.6269611,0,True
syn-03428,53.28834,12.32359,0.6726471,1,True
syn-03429,16.40940,19.86537,0.9498999,1,True
syn-03430,24.45453,14.19299,0.9162541,0,True
syn-03431,3.69421,19.96832,0.4999535,0,True
syn-03432,133.74377,22.70627,0.3979043,1,True
syn-03433,32.55503,27.18765,0.3080026,0,True
syn-03434,46.90325,13.42228,0.9373801,1,True
syn-03435,8.96549,8.81812,0.6984515,0,True
syn-03436,16.61582,16.48646,0.3889139,0,True
syn-03437,36.78486,10.60064,0.7196784,0,True
syn-03438,19.26758,13.72649,0.5646856,0,True
syn-03439,32.66552,16.99415,0.4942891,0,True
syn-03440,91.45797,21.51756,0.3935743,0,True
syn-03441,29.86281,5.73692,0.6674745,0,True
syn-03442,5.83680,5.81824,0.5623164,0,True
syn-03443,22.45987,33.23863,0.5881188,0,True
syn-03444,19.72233,23.19739,0.3962986,0,True
syn-03445,38.54198,6.18094,0.3780878,0,True
syn-03446,89.83398,0.00000,0.6674341,1,True
syn-03447,47.38063,6.48808,0.6996769,1,True
syn-03448,23.64623,19.44151,0.7137991,0,True
syn-03449,30.83336,19.57040,0.7658489,0,True
syn-03450,30.27752,2.64886,0.7283909,1,True
syn-03451,10.23396,8.50105,0.3173719,0,True
syn-03452,56.83860,11.88723,0.7180314,0,True
syn-03453,37.97091,0.00000,0.5891303,0,True
syn-03454,9.60681,6.79598,0.2412352,0,True
syn-03455,46.47464,2.37362,0.6358315,0,True
syn-03456,30.15948,22.30677,0.6949168,0,True
syn-03457,84.86195,25.49695,0.4147903,0,True
syn-03458,43.78374,10.70720,0.7629751,1,True
syn-03459,20.50253,3.61883,0.5707694,0,True
syn-03460,10.56143,25.09543,0.8696267,0,True
syn-03461,40.56084,0.50669,0.4168834,1,True
syn-03462,7.34276,13.45894,0.8245046,0,True
syn-03463,97.85664,14.66860,0.8021615,1,True
syn-03464,63.34067,17.95103,0.7413812,1,True
syn-03465,30.06977,30.69122,0.4610940,0,True
syn-03466,41.48343,5.24155,0.7845731,1,True
syn-03467,17.09878,7.30255,0.8853809,1,True
syn-03468,7.29705,13.26909,0.2733092,0,True
syn-03469,28.76630,12.83705,0.2289091,0,True
syn-03470,45.78021,21.87506,0.4203112,0,True
syn-03471,18.98729,16.73408,0.7177579,0,True
syn-03472,85.21747,10.82275,0.6633629,1,True
syn-03473,27.62258,6.59690,0.4449299,1,True
syn-03474,10.93510,18.73523,0.4301227,0,True
syn-03475,48.66612,9.66870,0.6659594,1,True
syn-03476,80.00664,15.19532,0.7538163,1,True
syn-03477,9.39613,21.97895,0.6359521,0,True
syn-03478,45.71839,23.77390,0.7558109,0,True
syn-03479,61.15205,26.07269,0.2795981,0,True
syn-03480,21.74947,16.57185,0.4977852,0,True
syn-03481,31.53881,10.67482,0.5728136,0,True
syn-03482,44.55165,11.69753,0.5240139,1,True
syn-03483,3.98939,0.24829,0.6522701,0,True
syn-03484,25.14023,13.37328,0.7553104,1,True
syn-03485,27.81732,16.82265,0.6887515,0,True
syn-03486,16.31091,17.28519,0.4498526,0,True
syn-03487,18.04462,4.97525,0.1838234,0,True
syn-03488,9.65553,0.00000,0.6821507,1,True
syn-03489,56.70002,12.40468,0.6414172,0,True
syn-03490,22.57212,5.76154,0.2054972,0,True
syn-03491,25.48001,10.23291,0.7423665,1,True
syn-03492,50.26505,4.94382,0.4694720,0,True
syn-03493,15.68715,18.07700,0.9608729,1,True
syn-03494,53.54484,11.22455,0.8749236,1,True
syn-03495,0.95846,9.52236,0.9647781,0,True
syn-03496,33.15517,11.34659,0.7225389,0,True
syn-03497,45.93484,28.02255,0.0314456,0,True
syn-03498,33.95671,8.03267,0.3920396,1,True
syn-03499,55.93319,13.93080,0.5617938,0,True
syn-03500,26.47629,4.65594,0.5698040,0,True
syn-03501,2.90454,17.84415,0.7229469,0,True
syn-03502,15.53502,7.99493,0.3582424,0,True
syn-03503,30.69941,14.68339,0.8484042,0,True
syn-03504,17.02435,14.98708,0.8470079,0,True
syn-03505,27.78297,8.70222,0.6038041,0,True
syn-03506,47.98117,11.22415,0.5305052,0,True
syn-03507,33.94402,7.67590,0.9805088,1,True
syn-03508,72.77194,16.14375,0.5645201,0,True
syn-03509,60.41473,19.47905,0.5140421,0,True
syn-03510,7.98995,0.00000,0.6249877,0,True
syn-03511,34.29824,16.21046,0.7368008,1,True
syn-03512,29.75987,30.91392,0.8706130,0,True
syn-03513,80.96075,7.13489,0.5480559,1,True
syn-03514,7.50641,22.85572,0.7991548,0,True
syn-03515,32.44386,8.51223,0.5402516,0,True
syn-03516,51.02513,5.05016,0.1564347,1,True
syn-03517,13.48163,23.82817,0.7601756,0,True
syn-03518,34.27612,28.46242,0.5796621,0,True
syn-03519,8.77508,14.51017,0.7519370,0,True
syn-03520,29.81245,27.98109,0.4000147,0,True
syn-03521,21.00767,17.65104,0.2984632,0,True
syn-03522,1.41570,17.13580,0.5508589,0,True
syn-03523,62.28160,13.18679,0.3651958,0,True
syn-03524,21.50743,18.29234,0.2307825,0,True
syn-03525,39.75729,6.78461,0.7907676,1,True
syn-03526,23.90357,14.08824,0.4350147,0,True
syn-03527,25.82413,21.32386,0.2492625,0,True
syn-03528,45.39731,7.62646,0.2923225,0,True
syn-03529,35.33196,3.84444,0.6281169,1,True
syn-03530,47.10073,3.56963,0.1428713,1,True
syn-03531,46.44363,13.18377,0.7102912,0,True
syn-03532,52.37865,6.83844,0.4488065,0,True
syn-03533,30.74608,17.90631,0.4111666,0,True
syn-03534,69.60263,0.00000,0.3480515,1,True
syn-03535,112.72227,14.48069,0.1692562,1,True
syn-03536,48.34373,9.45413,0.8606155,1,True
syn-03537,9.90780,13.38552,0.3681351,0,True
syn-03538,35.55025,14.58891,0.7164605,0,True
syn-03539,28.30893,8.46845,0.5106527,1,True
syn-03540,39.07825,23.22277,0.5017721,0,True
syn-03541,90.43307,22.50042,0.3806508,0,True
syn-03542,19.74197,8.30470,0.3081826,0,True
syn-03543,7.30163,17.28928,0.8800673,0,True
syn-03544,56.02203,15.95607,0.4510002,1,True
syn-03545,58.53059,14.56486,0.8137564,0,True
syn-03546,46.39622,22.33571,0.7878942,0,True
syn-03547,19.77468,14.61192,0.7307442,0,True
syn-03548,34.45275,5.99888,0.8834828,0,True
syn-03549,25.63776,0.00000,0.4034393,0,True
syn-03550,51.93619,19.79398,0.5990534,0,True
syn-03551,19.56060,25.27889,0.3324025,0,True
syn-03552,87.10984,9.69178,0.4421541,1,True
syn-03553,24.72160,14.64111,0.8929648,0,True
syn-03554,74.71625,15.81872,0.7282223,1,True
syn-03555,98.15341,12.85217,0.4940771,1,True
syn-03556,7.92700,5.43758,0.7535756,0,True
syn-03557,58.73396,10.00119,0.5096375,0,True
syn-03558,89.45436,0.00000,0.7233430,1,True
syn-03559,0.56852,24.00623,0.5573139,0,True
syn-03560,52.04642,15.14597,0.8021036,1,True
syn-03561,45.67926,15.25907,0.5662459,1,True
syn-03562,56.33452,20.49909,0.9186001,0,True
syn-03563,46.76586,1.94555,0.3681351,0,True
syn-03564,47.65522,14.11917,0.4822330,1,True
syn-03565,48.81998,15.42578,0.3360339,0,True
syn-03566,55.91473,15.63221,0.4373114,0,True
syn-03567,7.82291,15.90296,0.5865741,0,True
syn-03568,27.14984,22.58119,0.3897943,0,True
syn-03569,64.97522,14.86208,0.5627187,1,True
syn-03570,47.70801,2.76282,0.2604173,1,True
syn-03571,90.22588,0.00000,0.3436418,1,True
syn-03572,43.41409,12.81015,0.8130102,0,True
syn-03573,56.73283,7.78113,0.8392507,1,True
syn-03574,40.07935,9.15902,0.5358469,0,True
syn-03575,7.84512,5.29783,0.7173857,0,True
syn-03576,32.22087,14.04418,0.5294204,0,True
syn-03577,81.78867,5.53770,0.3071584,0,True
syn-03578,15.78271,7.71265,0.5829259,0,True
syn-03579,24.82147,18.83098,0.6906264,1,True
syn-03580,12.70052,17.86459,0.1324473,0,True
syn-03581,62.03785,6.31856,0.8794967,1,True
syn-03582,135.92839,24.93605,0.7636685,1,True
syn-03583,37.28394,10.74664,0.8704444,0,True
syn-03584,35.65896,18.02427,0.1915858,0,True
syn-03585,56.07706,10.75717,0.8922685,0,True
syn-03586,16.71788,13.91717,0.3620648,0,True
syn-03587,20.92831,9.06742,0.4953701,0,True
syn-03588,63.41957,15.40312,0.5367609,1,True
syn-03589,15.09624,23.33934,0.6804854,0,True
syn-03590,5.63466,19.43680,0.5061479,0,True
syn-03591,42.88822,32.11231,0.3478912,0,True
syn-03592,33.83027,0.00000,0.6193379,0,True
syn-03593,43.69773,18.10769,0.6178269,0,True
syn-03594,28.57052,4.04064,0.5989643,0,True
syn-03595,35.99839,15.97746,0.6963570,0,True
syn-03596,11.53699,6.16595,0.5619947,0,True
syn-03597,52.71354,20.57603,0.4832374,0,True
syn-03598,47.00081,18.83349,0.2145146,0,True
syn-03599,40.27183,14.04957,0.4070921,0,True
syn-03600,48.09328,32.50466,0.2080378,0,True
syn-03601,51.85315,10.39652,0.4275992,1,True
syn-03602,20.71149,8.94029,0.5263538,0,True
syn-03603,82.09248,14.53936,0.5099825,1,True
syn-03604,25.19682,6.12092,0.6991439,1,True
syn-03605,30.98185,9.49174,0.4595639,0,True
syn-03606,71.39595,0.00000,0.0864672,1,True
syn-03607,45.42098,0.00000,0.3868934,0,True
syn-03608,84.82614,20.61687,0.8391373,1,True
syn-03609,61.84751,0.85470,0.9039366,0,True
syn-03610,47.43279,13.95186,0.9086137,1,True
syn-03611,7.16523,20.53616,0.4692454,0,True
syn-03612,2.54752,11.03814,0.7481700,0,True
syn-03613,33.85756,25.88167,0.7598139,0,True
syn-03614,27.88490,0.00000,0.2874343,1,True
syn-03615,10.37067,4.40767,0.8531060,1,True
syn-03616,36.86781,24.02113,0.8944976,0,True
syn-03617,1.65825,1.92313,0.6772967,0,True
syn-03618,65.23122,10.53590,0.4222358,0,True
syn-03619,73.64079,11.14194,0.8202894,1,True
syn-03620,7.52427,11.94930,0.5250015,0,True
syn-03621,29.60408,5.71071,0.5013666,0,True
syn-03622,50.17897,2.58169,0.7519802,1,True
syn-03623,59.72551,0.00000,0.8980792,1,True
syn-03624,63.36342,14.86067,0.3667820,1,True
syn-03625,29.86523,10.04536,0.4408134,0,True
syn-03626,99.78749,18.61500,0.9650622,1,True
syn-03627,140.00000,23.94163,0.5037616,1,True
syn-03628,40.93366,3.20856,0.7657944,1,True
syn-03629,80.92915,8.64409,0.3785063,1,True
syn-03630,6.33504,17.95958,0.3240336,0,True
syn-03631,29.67020,16.37905,0.5861548,0,True
syn-03632,20.40267,35.95223,0.6751181,0,True
syn-03633,9.38771,7.66380,0.7267277,0,True
syn-03634,25.24268,7.95244,0.3439677,0,True
syn-03635,50.62643,22.88110,0.7199655,1,True
syn-03636,24.54508,16.28244,0.2832559,0,True
syn-03637,75.58891,1.66669,0.2314696,1,True
syn-03638,70.72115,12.45235,0.9318171,1,True
syn-03639,28.05282,16.43176,0.6156377,0,True
syn-03640,16.20177,12.93906,0.7817855,0,True
syn-03641,25.76120,1.04651,0.4178617,0,True
syn-03642,63.62564,11.22254,0.7757404,1,True
syn-03643,18.09384,5.74738,0.7071685,0,True
syn-03644,55.53728,5.99454,0.4825694,0,True
syn-03645,42.40488,4.87090,0.7839156,1,True
syn-03646,140.00000,9.76248,0.8723779,1,True
syn-03647,90.16261,23.05021,0.2415301,1,True
syn-03648,19.13243,23.86504,0.7783036,0,True
syn-03649,10.19879,15.09968,0.6399438,0,True
syn-03650,38.47414,19.45854,0.3281876,0,True
syn-03651,49.71669,19.72749,0.7575477,1,True
syn-03652,8.98088,7.92064,0.7323682,1,True
syn-03653,39.92496,14.67521,0.7169541,0,True
syn-03654,34.86492,12.88203,0.3430850,0,True
syn-03655,10.38910,15.60608,0.5504938,0,True
syn-03656,85.33844,10.25479,0.4702980,1,True
syn-03657,27.35070,21.93932,0.3548853,0,True
syn-03658,21.19499,4.81554,0.8864365,1,True
syn-03659,34.06283,14.54295,0.2597853,0,True
syn-03660,30.09845,24.84292,0.6325603,0,True
syn-03661,13.19941,3.07260,0.6321176,0,True
syn-03662,17.14048,0.63082,0.2662046,1,True
syn-03663,13.00879,15.84201,0.5899950,0,True
syn-03664,67.38754,20.92030,0.2570407,0,True
syn-03665,60.17001,21.05767,0.4979730,1,True
syn-03666,22.60631,0.00000,0.5048258,1,True
syn-03667,110.48760,8.24165,0.3512523,1,True
syn-03668,70.75550,14.91533,0.5458587,1,True
syn-03669,22.16435,1.53705,0.6544749,1,True
syn-03670,38.37557,5.57674,0.9044292,1,True
syn-03671,23.29217,36.33224,0.8624783,0,True
syn-03672,20.69594,12.62479,0.4554947,1,True
syn-03673,75.10522,11.22958,0.7951134,0,True
syn-03674,32.53687,25.57857,0.1362749,0,True
syn-03675,55.17991,14.92008,0.7579656,0,True
syn-03676,88.47153,15.39427,0.2568513,0,True
syn-03677,29.73546,9.57651,0.6759508,0,True
syn-03678,24.48264,17.15055,0.4070242,0,True
syn-03679,24.25485,23.20489,0.5397356,0,True
syn-03680,12.58255,15.58691,0.4446529,0,True
syn-03681,48.68913,18.42028,0.7662058,1,True
syn-03682,29.78841,23.89710,0.6964775,1,True
syn-03683,10.87444,5.43349,0.8250595,1,True
syn-03684,76.02850,0.76364,0.8625594,1,True
syn-03685,39.37076,15.13882,0.7117319,0,True
syn-03686,75.57691,7.66441,0.4018166,0,True
syn-03687,10.98052,18.92321,0.4588156,0,True
syn-03688,30.13453,16.07818,0.7683207,1,True
syn-03689,11.78349,21.25909,0.7430708,0,True
syn-03690,100.67323,10.06416,0.4914166,1,True
syn-03691,60.27639,12.12103,0.4202683,1,True
syn-03692,45.61671,16.99741,0.8556749,1,True
syn-03693,7.82761,0.00000,0.9046614,0,True
syn-03694,34.12007,20.36592,0.2305569,0,True
syn-03695,50.80092,3.71064,0.5474981,1,True
syn-03696,30.62691,5.24779,0.6699556,1,True
syn-03697,19.24354,17.22805,0.7963609,0,True
syn-03698,7.61447,14.21955,0.3946879,0,True
syn-03699,53.48148,14.09822,0.7642895,1,True
syn-03700,25.60182,25.49663,0.6076295,0,True
syn-03701,12.97542,20.20359,0.5998878,0,True
syn-03702,42.29729,12.45218,0.7601224,0,True
syn-03703,46.45313,12.02497,0.5901570,0,True
syn-03704,26.78833,6.52039,0.8638426,0,True
syn-03705,77.70394,0.12598,0.3244218,1,True
syn-03706,25.85982,0.00000,0.6536861,1,True
syn-03707,15.79149,0.00000,0.4768448,1,True
syn-03708,59.56656,12.60737,0.6109246,1,True
syn-03709,18.29800,17.91078,0.7829726,0,True
syn-03710,70.14529,7.04897,0.6001217,1,True
syn-03711,22.33151,2.42885,0.7095997,1,True
syn-03712,12.83916,0.00000,0.4262601,0,True
syn-03713,78.34324,19.65209,0.5135247,0,True
syn-03714,55.10845,0.00000,0.4899714,1,True
syn-03715,58.97295,24.43306,0.3045534,0,True
syn-03716,13.00420,2.33460,0.2870258,0,True
syn-03717,48.52514,19.60093,0.4384486,1,True
syn-03718,30.61491,14.48385,0.9277480,1,True
syn-03719,67.06287,21.50072,0.3692176,0,True
syn-03720,11.26966,24.10911,0.8055745,0,True
syn-03721,42.88923,18.05948,0.8482304,0,True
syn-03722,29.09994,0.00000,0.6303043,1,True
syn-03723,119.93944,6.63775,0.1361438,1,True
syn-03724,36.65224,10.21137,0.4679319,0,True
syn-03725,18.77971,15.71313,0.6385691,0,True
syn-03726,46.90528,7.63450,0.6878311,1,True
syn-03727,50.12737,3.83587,0.7986240,1,True
syn-03728,27.99265,15.14613,0.5496313,0,True
syn-03729,47.29723,10.79390,0.4378494,0,True
syn-03730,39.65291,0.00000,0.3181993,0,True
syn-03731,111.61359,14.99845,0.5820037,1,True
syn-03732,140.00000,21.17920,0.6528379,1,True
syn-03733,3.78486,18.72212,0.3603154,0,True
syn-03734,6.09327,16.24220,0.2613211,0,True
syn-03735,12.12079,14.98474,0.5599441,0,True
syn-03736,61.16759,15.82742,0.5207174,1,True
syn-03737,41.30405,22.02167,0.5949728,0,True
syn-03738,26.03135,11.10574,0.7268420,0,True
syn-03739,42.09890,19.69945,0.2251700,0,True
syn-03740,17.64867,1.74442,0.6956413,0,True
syn-03741,36.56165,0.00000,0.4766188,0,True
syn-03742,44.53635,3.45748,0.4906759,0,True
syn-03743,140.00000,13.05985,0.2633619,1,True
syn-03744,55.69330,9.89884,0.6210335,1,True
syn-03745,35.19238,2.96003,0.7107384,0,True
syn-03746,10.86366,25.72780,0.5080086,0,True
syn-03747,51.83802,19.33967,0.2605020,0,True
syn-03748,63.12688,2.57004,0.7646398,1,True
syn-03749,28.86843,12.36219,0.8824990,1,True
syn-03750,1.41515,12.05366,0.3360342,0,True
syn-03751,53.94123,0.00000,0.6415786,1,True
syn-03752,38.22494,19.89916,0.7793798,1,True
syn-03753,23.90451,7.42839,0.8980801,1,True
syn-03754,15.38910,9.85863,0.8164778,1,True
syn-03755,10.45820,23.57812,0.1468445,0,True
syn-03756,43.79504,22.55786,0.5913909,0,True
syn-03757,25.46856,11.34256,0.9078714,0,True
syn-03758,22.13444,9.88034,0.3132327,0,True
syn-03759,69.11517,4.81627,0.3331719,1,True
syn-03760,56.22924,22.64343,0.7540641,0,True
syn-03761,29.29198,5.51656,0.6677345,1,True
syn-03762,45.19468,12.64990,0.6626217,1,True
syn-03763,36.66017,21.61992,0.4316050,1,True
syn-03764,12.85388,22.14674,0.7653825,0,True
syn-03765,33.19989,15.70536,0.6995811,0,True
syn-03766,84.28185,9.04585,0.4376694,1,True
syn-03767,10.12449,8.06451,0.5954782,0,True
syn-03768,68.93462,12.15573,0.7050964,1,True
syn-03769,75.22881,23.94053,0.8773934,1,True
syn-03770,81.39392,3.24511,0.4522189,1,True
syn-03771,26.36530,29.70507,0.5626915,0,True
syn-03772,134.88075,3.94899,0.3652270,0,True
syn-03773,43.56297,10.47925,0.3173816,0,True
syn-03774,46.48689,16.65208,0.8392512,1,True
syn-03775,53.06072,0.00000,0.7912524,1,True
syn-03776,41.54887,6.66774,0.1658171,0,True
syn-03777,64.56107,27.43920,0.6674963,0,True
syn-03778,32.17324,9.11100,0.3725437,0,True
syn-03779,100.78481,18.34082,0.3206381,1,True
syn-03780,106.74995,6.25643,0.5634388,1,True
syn-03781,66.47048,16.56316,0.1191657,1,True
syn-03782,42.51931,25.25663,0.6538903,0,True
syn-03783,140.00000,18.94075,0.4477113,1,True
syn-03784,10.89406,13.03421,0.4121395,0,True
syn-03785,40.57277,8.56421,0.8357030,1,True
syn-03786,14.44227,14.41559,0.7536660,0,True
syn-03787,69.18124,19.54157,0.8570892,0,True
syn-03788,11.82101,10.82121,0.2696783,0,True
syn-03789,29.62013,15.20666,0.7796785,0,True
syn-03790,5.46599,7.04889,0.6701422,1,True
syn-03791,48.19340,14.13966,0.1726466,0,True
syn-03792,20.25451,10.82374,0.2961314,0,True
syn-03793,19.18999,3.30179,0.1157503,0,True
syn-03794,38.98506,14.67561,0.7991177,1,True
syn-03795,38.20790,7.62926,0.4231406,0,True
syn-03796,53.77768,16.50015,0.6399214,1,True
syn-03797,14.47315,29.03662,0.5519353,0,True
syn-03798,34.47859,9.01047,0.8630294,0,True
